OBJECTID,TRAIL_ID,TRAIL_NAME,TRAIL_CLSS,SURF_MAT,ENGINEERED,WIDTH,FENCED,WHEEL_ACC,CONDITION,INST_YEAR,INST_DATE,LIGHT,OWNER,MAINT,STATUS,COMMENTS,ADDDATE,MODDATE,SOURCE,SACC,FCODE,CODE,WALKING,HIKING,BIKING,ATV,SNOWMOBILE,SEASON,COLLECTED,UPDATED,TCT,RAIL,NATURE,ET_SOURCE,SECT_NAME,ASSOCN,DATASOURCE,OFFICIAL,NAME_APP,PLOW,GLOBALID,LEN,SHAPE_Length
106149,1423.0,GLEN SLAUENWHITE TRAIL,AT_GW,GRAV,N,3.0,N,,MARGINAL,2012.0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,FRIENDS OF FIRST LAKE SOCIETY,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{EC3A6937-CC07-4FE5-A7FE-18099306DDEB},34.0865407060305,0.0002989761803086
106150,1424.0,GLEN SLAUENWHITE TRAIL,AT_GW,CRDS,N,1.5,N,,MARGINAL,2012.0,,N,HRM,HRM,ACTIVE,overgrown,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{0DF0838B-CBA5-464C-92A7-47CD99EAC9D9},126.007238985016,0.0010699267866626
106151,1426.0,GLEN SLAUENWHITE TRAIL,AT_GW,CRDS,N,1.5,N,,GOOD,2012.0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{F7F1E231-7805-45D1-A9B1-31B59F29AFE8},126.871345276602,0.0010630227843991
106152,1428.0,GLEN SLAUENWHITE TRAIL,AT_GW,CRDS,N,2.0,N,,GOOD,2012.0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{F25C6E5F-4AB6-467E-A0C2-D8442691C391},122.153434117793,0.0009363205500817
106153,1429.0,GLEN SLAUENWHITE TRAIL,AT_GW,CRDS,N,1.5,N,,GOOD,2012.0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{EBBFE3CA-D324-4F63-9B27-1EFD2E177034},30.7056097763298,0.000211139260011
106154,1432.0,GLEN SLAUENWHITE TRAIL,AT_GW,CRDS,N,2.0,N,,GOOD,2012.0,,N,HRM,HRM,ACTIVE,unfinished section,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{1B9065CC-C7FB-4264-8192-6FA74CFF32E4},9.98372109814815,6.54090150166032e-05
106155,1434.0,GLEN SLAUENWHITE TRAIL,PRIMARY,CRDS,N,1.5,N,,MARGINAL,2012.0,,N,HRM,HRM,ACTIVE,some washouts,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{4E10262E-E381-4925-BE9F-61E19E81A5AB},85.139838953214,0.000732840517094
106159,1437.0,GLEN SLAUENWHITE TRAIL,PRIMARY,GRAV,N,2.0,N,,MARGINAL,2012.0,,N,HRM,HRM,ACTIVE, ,,2014/02/21 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{F5F80769-E500-410E-8C20-BF5E4C78C335},69.3404030391917,0.000582826920989
106178,3545.0,SHUBIE CANAL GREENWAY,AT_GW,GRAV,,1.5,N,,GOOD,2009.0,,N,HRM,,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/10 00:00:00+00,2009/06/11 00:00:00+00,Y,N,Y,HRM GPS,,HRM,TRAILS_APR11,,,,{6C2564AC-416C-4427-8CE1-F65C0C6D9E37},166.673405177158,0.0011250702917878
106210,1435.0,GLEN SLAUENWHITE TRAIL,PRIMARY,CRDS,N,1.5,N,,GOOD,2012.0,,N,HRM,HRM,ACTIVE, ,,2014/02/21 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{F0D88A67-7D84-4B83-A9A0-9C0EC80EE0D9},91.0078360727525,0.0007231871766602
106219,883.0,PORTLAND LAKES AT GREENWAY,AT_GW,CRDS,N,3.0,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,Bellbrook Cres - Havenbrook Hill,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/09 00:00:00+00,2007/01/09 00:00:00+00,N,Y,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,Y,{6C6F31DB-3CD0-4397-8A5A-6A50E1C52130},435.59015060252,0.0031363035017347
106222,863.0,SUMMER FIELD WAY PARK WALKWAY,SECONDARY,ASPH,N,2.0,Y,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,fenced at ends only,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,DR HUGH MILLWARD,,PORTLAND ESTATES RESIDENTS ASSOCIATION,TPW_TRAILS,,,,{FD4EC912-5F13-4E8B-A367-E6E53FAFBE68},275.08184020174,0.0019197852921213
106223,3506.0,BEDFORD SACKVILLE CONNECTOR AT GREENWAY,AT_GW,GRAV,,3.5,N,,GOOD,2004.0,,N,HRM,HRM,ACTIVE,Scott Manor House Entrance,,2016/01/12 00:00:00+00,PICTOMETRY,G,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/11 00:00:00+00,2007/01/11 00:00:00+00,N,N,Y,HRTAT,,SACKVILLE RIVERS ASSOCIATION,TRAILS_APR11,,,,{7D0A14BE-F088-4F32-9F30-A85759E034A4},171.834357988734,0.0012698979103225
106234,1457.0,UNKNOWN NAME,PRIMARY,WOOD,N,1.7,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE,looks brand new,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{8FAAE5B7-45B8-419D-A1ED-2F777D31B58B},35.4069138708591,0.0002829986775729
106243,2233.0,UNKNOWN NAME, ,CRDS, ,1.8,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{9C6B6708-8355-42B0-869A-8A6C11323C9A},48.4557685264232,0.0003563859761579
106269,2610.0,MCINTOSH RUN AT GREENWAY,AT_GW,CRDS,N,3.0,N,,GOOD,2011.0,,N,HRM,HRM,ACTIVE, ,,,,,,HRT,,,,,,,,,N,N,Y,,,,TPW_TRAILS,,,,{5B48EF6E-E041-4876-AC75-65AF90F9A18B},140.727766167247,0.0011088709583244
106273,905.0,PORTLAND LAKES AT GREENWAY,AT_GW,CRDS,N,3.0,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,Access from FRESHWATER TRL,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{3FE3C88C-ABA7-4192-B42C-7E0B656E586E},398.993984396909,0.0027883030577356
106274,908.0,PORTLAND LAKES AT GREENWAY,AT_GW,CRDS,N,3.0,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE, ,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{6DBE8EDC-A932-4487-8022-AA484BB97184},104.674253937623,0.0007339777064548
106275,909.0,PORTLAND LAKES AT GREENWAY,AT_GW,GRAV,N,4.0,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{7DAD8775-FBD1-428A-8941-1F90B76CD942},108.403986628117,0.0009463347531195
106276,1439.0,GLEN SLAUENWHITE TRAIL,AT_GW,CRDS,N,1.5,N,,GOOD,2012.0,,N,HRM,HRM,ACTIVE, ,,2014/02/21 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,FRIENDS OF FIRST LAKE SOCIETY,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{84C5526E-D960-4712-8F34-35D52AAB4B74},210.509816773487,0.0018657929492642
106277,1458.0,GLEN SLAUENWHITE TRAIL,AT_GW,GRAV,N,2.0,N,,MARGINAL,2012.0,,N,HRM,HRM,ACTIVE,part natural,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,FRIENDS OF FIRST LAKE SOCIETY,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{B3BA19F2-6B25-464D-AEDF-FCEED2CB7E9E},142.814698883406,0.0009949448698206
106294,913.0,PORTLAND LAKES AT GREENWAY,AT_GW_SEC,ASPH,N,1.5,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,Access from Portland Estates Blvd,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{12852C60-E488-4137-ABAB-00D654BEB577},14.8386485264692,0.0001260106821028
106295,911.0,PORTLAND LAKES AT GREENWAY,AT_GW,ASPH,Y,3.8,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE, ,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{ED94293A-AB00-4B33-9301-8556341BA1B8},238.742243739806,0.0017342842202986
106296,912.0,PORTLAND LAKES AT GREENWAY,AT_GW,ASPH,Y,1.5,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE, ,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{971460E5-90F7-4342-8BE2-DA9EE078EF04},216.40993301092,0.0018261614968416
106297,914.0,PORTLAND LAKES AT GREENWAY,AT_GW_PRI,ASPH,N,1.5,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,Eisener Blvd - Portland Estates Blvd,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{B9DAE223-210C-4B38-A9C1-3C93A8095237},709.765519402009,0.0057041217929588
106298,915.0,PORTLAND LAKES AT GREENWAY,AT_GW_SEC,CRDS,N,1.5,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,Connector Trail w/ Bridge,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{D4C2CC84-A172-40A5-96DE-63275B080877},38.7246563963453,0.0003325247616375
106299,926.0,PORTLAND LAKES AT GREENWAY,AT_GW_SEC,CRDS,N,1.5,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,Connector Trail,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{B0E08F55-8F55-49D8-B8B0-134523B5D423},33.662471722921,0.0002313288794864
106300,862.0,PORTLAND LAKES AT GREENWAY,AT_GW_PRI,GRAV,N,2.0,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,Access to/from parking lot ,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{0C73D403-25DA-47F1-B302-3FC9F1CFDEE9},257.252751025216,0.0019863359483093
106301,783.0,PORTLAND LAKES AT GREENWAY,AT_GW,CRDS,N,1.5,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,,,,,{C9732682-1B59-43A5-A418-22CD7A10B74C},96.6169714404466,0.0006577718638553
106302,921.0,PORTLAND LAKES AT GREENWAY,AT_GW_SEC,CRDS,N,2.5,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,side trail ,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{CF7BDE86-A4F2-4209-BB0D-41A66BC0AB77},97.3763185395715,0.0007391776718724
106304,925.0,PORTLAND LAKES AT GREENWAY,AT_GW,ASPH,Y,1.5,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE, ,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{9BA1D756-8336-4D43-BBCF-4CB2B5DB0ED4},67.9515289409479,0.0005994360351359
106310,900.0,PORTLAND LAKES AT GREENWAY,AT_GW,CRDS,N,2.5,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,Access from BAKER DR,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{786AFB18-8636-426E-8744-3ADC62D948D0},492.449149523053,0.0036885968172573
106311,895.0,PORTLAND LAKES AT GREENWAY,AT_GW,CRDS,N,1.1,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE, ,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{1B68E76D-C01D-4970-93AC-754FC50F6C35},220.47903001426,0.0018314324286073
106312,924.0,PORTLAND LAKES AT GREENWAY,AT_GW,CRDS,N,1.5,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE, ,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{EACA2E19-39FE-4A80-A94F-426FFB79A127},213.940313669501,0.0017652461281704
106313,899.0,PORTLAND LAKES AT GREENWAY,AT_GW,CRDS,N,1.3,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE, ,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{813C80AF-5524-4CA3-AC00-1C2FC0E261AA},29.013211727097,0.0002188677140376
106315,902.0,PORTLAND LAKES AT GREENWAY,AT_GW,GRAV,N,4.0,Y,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,Access from BAKER DR,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{89F4175C-2F47-4E46-98EB-D5D55A0147EF},186.930056598973,0.0015112341171071
106365,1419.0,GLEN SLAUENWHITE TRAIL,AT_GW,GRAV,N,3.0,N,,MARGINAL,2012.0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,FRIENDS OF FIRST LAKE SOCIETY,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{47FEB670-F444-42D8-B2DE-03DD2FA7026E},24.69967293504,0.0002138191754766
106387,1242.0,DEWOLFE PARK AT GREENWAY,AT_GW,CONC, ,3.0,N,,GOOD,2003.0,,N,HRM,MANA,ACTIVE,exp aggr. area under construction,,,,,,,,,,,,,,,N,N,,,,,TPW_TRAILS,,,,{6C292293-ECC5-499A-BA62-DEA212BA5337},563.276764078185,0.0042423895939649
106388,2447.0,DEWOLFE PARK AT GREENWAY,AT_GW,CONC, ,3.9,Y,,GOOD,2003.0,,N,HRM,MANA,ACTIVE,chian rail post2post,,,,,,,,,,,,,,,N,N,,,,,TPW_TRAILS,,,,{BD0D7D0A-5C3E-4096-B8DC-7FDA23027A67},148.975910843154,0.001046445427341
106389,2449.0,DEWOLFE PARK AT GREENWAY,AT_GW,WOOD, ,3.9,N,,GOOD,2003.0,,N,HRM,MANA,ACTIVE,part of plaza/viewing area,,,,,,,,,,,,,,,N,N,,,,,TPW_TRAILS,,,,{3994D663-0055-4F5C-8BEC-646C098EB1A9},21.2576768633157,0.0001460920231482
106391,923.0,PORTLAND LAKES AT GREENWAY,AT_GW,NATU,N,0.5,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,Access from EISENER BLVD,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{91C76CE4-CDB2-4D42-9044-8E6A41629D2D},40.1724607732573,0.0003501673686103
106398,4060.0,BEDFORD SACKVILLE CONNECTOR AT GREENWAY,AT_GW,,,3.5,,,GOOD,2004.0,,Y,HRM,UN,ACTIVE,Portion of Sidewalk System,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/11 00:00:00+00,2007/01/11 00:00:00+00,N,N,Y,HRTAT,,SACKVILLE RIVERS ASSOCIATION,TRAILS_APR11,,,,{2D283281-9BD1-4306-B0DA-829168AC1A82},653.035049935092,0.0049426645700975
106399,4699.0,SHUBIE CANAL GREENWAY,AT_GW,CRDS,N,1.5,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,Y,,,,,,TPW_TRAILS,,,,{FA545284-FA1D-4ED5-8B53-6F99A9D432AC},37.1776393121361,0.0002430463748499
106403,4401.0,PORTLAND LAKES AT GREENWAY,AT_GW,CRDS,N,1.5,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,Connecter Trail,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{70750ED5-7455-42DA-A5FF-DBEAF4216260},88.9385055536291,0.0005914739936524
106409,2634.0,SHUBIE CANAL GREENWAY,AT_GW,ASPH,N,3.0,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE, ,,2015/12/16 00:00:00+00,PICTOMETRY,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,Y,N,Y,,,,TPW_TRAILS,,,,{F4BBBD4E-0B91-4B7A-A459-2F850D773667},588.749211296789,0.004362372890268
106430,922.0,PORTLAND LAKES AT GREENWAY,AT_GW,CRDS,N,1.5,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE, ,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{72C5B7BF-72B0-4DF9-B123-5A5A57785911},234.079178206378,0.0019423521481442
106431,920.0,PORTLAND LAKES AT GREENWAY,AT_GW,ASPH,Y,1.5,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE, ,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{07BA74A9-D23F-464A-9076-D4F9E96ACA84},299.175415548871,0.002666651789071
106495,2307.0,DEWOLFE PARK AT GREENWAY,AT_GW,CONC, ,3.9,Y,,GOOD,2003.0,,Y,HRM,MANA,ACTIVE,pavers,,,,,,,,,,,,,,,N,N,,,,,TPW_TRAILS,,,,{28004024-4314-4282-A394-54A4E6FD98D8},152.059137836984,0.0010397086477381
106498,1777.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE,some heaving at Prince St. end,,,,,RRRDTR,HRT,,,,,,,,,Y,,,,,,TPW_TRAILS,,,,{B332EFA4-22BD-43E9-A0E6-DFD479F3DFED},300.043371377763,0.0025178380246405
106499,1786.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH,Y,3.0,Y,,GOOD,2009.0,,N,HRM,HRM,ACTIVE,boardwalk-rail 1 side,,,,,RRRDTR,HRT,,,,,,,,,Y,,,HRM,,HRM,TPW_TRAILS,,,,{8F771F02-94AA-4FCA-A2CF-90CF7AECEAED},68.7547164619411,0.0005096311254981
106500,1787.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH,Y,3.0,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,,,,,,,,,,,,HRM,,HRM,TPW_TRAILS,,,,{D9BF9C7A-8FE8-4C63-9496-FAECA9EA981D},66.5515848365576,0.0004588085844342
106501,1788.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,Y,,GOOD,2009.0,,N,HRM,HRM,ACTIVE,wood rail1 side,,,,,RRRDTR,HRT,,,,,,,,,,,,HRM,,HRM,TPW_TRAILS,,,,{56A39D08-8403-42C3-9384-FCC7E48AAC36},40.5971357466153,0.0002805771332243
106507,699.0,CHAIN OF LAKES GREENWAY,AT_GW,ASPH,N,,N,,GOOD,2014.0,,N,HRM,HRM,ACTIVE,,,,,,,,Y,Y,Y,,,,,2015/07/27 10:19:10+00,Y,,,,,Chain of Lakes Trail Association,,,,,{53A4B387-113D-4558-B9A7-75190ABA31FA},87.6396093097427,0.0007826179688627
106511,5040.0,BISSETT LAKE GREENWAY,AT_GW,CRDS,,3.0,,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,,2013/04/16 00:00:00+00,2015/06/16 00:00:00+00,,,RRRDTR,,,,,,,,,,Y,,,,,,AIRPHOTO,A,2013/07/23 00:00:00+00,N,{55A4C40D-2A10-4CF3-9FF2-7ED837521688},807.992391948658,0.0057460822343715
106553,1792.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH,Y,3.0,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE,sides overgrown,,,,,RRRDTR,HRT,,,,,,,,,,,,HRM,,HRM,TPW_TRAILS,,,,{A2BB8182-0FBE-4DDB-93B8-A5314835E74D},71.4856604770377,0.0004854312368021
106584,3580.0,BEDFORD SACKVILLE CONNECTOR AT GREENWAY,AT_GW,,,3.5,,,GOOD,2004.0,,N,HRM,UN,ACTIVE,Portion of Sidewalk System,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/11 00:00:00+00,2007/01/11 00:00:00+00,N,N,Y,HRTAT,,SACKVILLE RIVERS ASSOCIATION,TRAILS_APR11,,,,{A8341321-B3C6-4EB8-8B49-D61B3B9D96C6},897.679886379897,0.0073608540153903
106628,3163.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,Y,,GOOD,2009.0,,N,HRM,HRM,ACTIVE,rail fence 1 side,,,,,RRRDTR,HRT,,,,,,,,,,,,,,,TPW_TRAILS,,,,{A0FFCEAC-4162-43E0-AD20-1868E5029928},99.3130815228992,0.000734276137723
106630,3175.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,,,,,,,,,,,,,,,TPW_TRAILS,,,,{548C184C-7999-4B61-8B0E-1B2D6DCAD336},103.65790623349,0.0006800599627992
106631,3176.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,,,,,,,,,,,,,,,TPW_TRAILS,,,,{C4C5A784-878F-4660-A91A-A1395E3D5E71},212.386249704065,0.0014110813484027
106657,2014.0,UNKNOWN NAME,SECONDARY,CRDS, ,1.9,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{022B41F6-ABF6-4207-8D7F-75949D6A2EE6},40.7518415370761,0.0002906602903347
106658,2026.0,UNKNOWN NAME,SECONDARY,ASPH, ,2.3,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE,to floating dock,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{72381D97-154C-4FDE-9268-A5B639F1CC78},18.560924510663,0.0001581301883834
106677,696.0,MELHAM DRIVE PARK TRAIL,,CRDS,N,1.5,N,,GOOD,2015.0,,N,HRM,HRM,ACTIVE,,2015/12/17 00:00:00+00,,,,,,,,,,,,,,N,N,,,,,,,,,{04A19449-65C7-4FC8-A813-524199D93CD6},86.8865822156756,0.0006017756384301
106736,1240.0,DEWOLFE PARK AT GREENWAY,AT_GW,CONC, ,3.9,Y,,GOOD,2003.0,,Y,HRM,MANA,ACTIVE,pavers-chain rail post2post,,,,,,,,,,,,,,,N,N,,,,,TPW_TRAILS,,,,{6B991BEF-18F4-484E-95A1-6BE41D8920F8},128.202469947669,0.0008539578988731
106765,1468.0,GLEN SLAUENWHITE TRAIL,AT_GW,CRDS,N,3.0,N,,GOOD,2012.0,,N,PROV,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,FRIENDS OF FIRST LAKE SOCIETY,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{5B406F7A-65A2-4CC1-A5B2-AA8909A1A128},1221.29569887041,0.0100024197194247
106769,1460.0,GLEN SLAUENWHITE TRAIL,AT_GW,OTHR,N,2.5,N,,GOOD,2012.0,,N,PROV,HRM,ACTIVE,material is crusher dust,,2015/08/18 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,FRIENDS OF FIRST LAKE SOCIETY,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{C94869CA-4EAE-4D2E-99EC-F97C632C151F},48.0025462219547,0.0003848151932608
106771,4390.0,GLEN SLAUENWHITE TRAIL,AT_GW,CRDS,N,3.0,N,,GOOD,2012.0,,N,HRM,HRM,ACTIVE, ,2014/02/21 00:00:00+00,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,FRIENDS OF FIRST LAKE SOCIETY,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{50E7575B-0116-4B48-9D73-C2809AE58488},173.049990795602,0.0011808170196018
106784,3162.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,,,,,,,,,,,,,,,TPW_TRAILS,,,,{2F3FE7C5-5821-44AF-BA1C-CD16E9A765BF},150.883106078681,0.0011166127264867
